name;addr
Mt Calvary United Methodist Church;22901 Dover Bridge Rd Preston MD 21655
Grace United Methodist Church;501 Race St Cambridge MD 21613
Harmony;6235 Bethlehem Road PRESTON MD 21655
Bethel United Methodist Church;13506 Minnieville Rd Woodbridge VA 22192
Emory United Methodist Church;P. O. 94 Street MD 21154
Old Bridge United Methodist Church;Old Bridge Rd & Westridge Dr Woodbridge VA 22192
Metropolitan-Zion UMC Ministries (One Church-Two Locations);407 Gay Street Denton MD 21629
St. Paul's United Methodist Church;205 Maryland Avenue Cambridge MD 21613
St Paul's United Methodist Church;300 W Sunset Avenue Greensboro MD 21639
St Lukes United Methodist Church;100 South 5th Ave Denton MD 21629
St Luke United Methodist Church;712 Bradley Avenue Cambridge MD 21613
Mount Zion;20901 Mt Zion Rd Parkton MD 21120
New Beginnings United Methodist Church;12020 Central Avenue P.O. box 820 Ridgely MD 21660
Milton United Methodist Church;1628 Taylors Island Road PO Box 106 Woolford MD 21677
Forest Grove United Methodist Church;6108 Dickerson Road Dickerson MD 20842
Rock Run United Methodist Church;Rock Run Road  Darlington MD 21034
Havre de Grace United Methodist Church;101 S Union Avenue Havre De Grace MD 21078
Uniontown Methodist Church;3405 Uniontown Rd Westminster MD 21158
Araby United Methodist Church;4548 Araby Church Road Frederick MD 21704
Centreville United Methodist Church;6400 Old Centreville Rd Centreville VA 20121
Asbury United Methodist Church;392 Cypress Street Millington MD 21651
Bethesda United Methodist Church;155 Main St Preston MD 21655
Korean United Methodist Church of Koinonia;6400 Old Centerville Centreville VA 20121
Olivet United Methodist Church;115 South Main Street Galena MD 21635
John Wesley United Methodist Church;430 Cypress St Millington MD 21651
Norrisville United Methodist Church;2811 West Church Lane White Hall MD 21161
White Haven United Methodist Church;1920 Church Creek Road Church Creek MD 21622
Trinity United Methodist Church;302 Church Ln Goldsboro MD 21636
Crossroads United Methodist Church;43454 Crossroads Drive Ashburn VA 20147
Alexandria Chapel;5605 CHICAMUXEN RD INDIAN HEAD MD 20640
NCCP @ Bixlers United Methodist Church;3372 Bixler Church Road Westminster MD 21158
Pleasant Valley United Methodist Church;43987 John Mosby Hwy Chantilly VA 20152
Mount Zion United Methodist Church;26350 Marydel Road Marydel MD 21649
Good Shepherd United Methodist Church and Preschool;14999 Birchdale Avenue Woodbridge VA 22193
Saint John United Methodist Church of Lusby;1475 Sollers Wharf Road Lusby MD 20657
Dublin United Methodist Church;1528 Whiteford Road Street MD 21154
Maryland Line United Methodist Church;21500 York Road Maryland Line MD 21105
St. Paul United Methodist Church;11000 H G Trueman Road Lusby MD 20657
La Plata United Methodist Church;3 Port Tobacco Rd La Plata MD 20646
Johnsville United Methodist Church;11106 Green Valley Road Union Bridge MD 21791
Saint Paul's United Methodist Church;1687 Crystal Beach Rd Earleville MD 21919
Mount Pleasant United Methodist Church;9550 Liberty Road  Frederick MD 21701
Perryville United Methodist Church;301 Susquehanna  Avenue Perryville MD 21903
East Prince William County United Methodist Church;4223 Dale Blvd, Woodbridge VA 22193
Buckeystown (Rt. 80) United Methodist Church;6923 Michaels Mills Rd Buckeystown MD 21717
Buckeystown (Rt. 85) United Methodist Church;3440 Buckeystown Pike Buckeystown MD 21717
Henderson;319 Cool Road Henderson MD 21640
St Marks United Methodist Church;7803 Well Street Manassas VA 20111
Darlington United Methodist Church;2117 Shuresville Rd Darlington MD 21034
Ames;26405 Hobbs Road Denton MD 21629
Buckhall United Methodist Church;10251 MOORE DR MANASSAS VA 20111
Prince of Peace United Methodist Church;6299 Token Forest Dr Manassas VA 20112
First United Methodist Church;142 Main Street Secretary MD 21664
Zion United Methodist Church;168 West Main Street Cecilton MD 21913
Trinity United Methodist Church;101 N Second St New Freedom PA 17349
Fawn United Methodist Church;67 South Market St Fawn Grove PA 17321
Mt. Vernon United Methodist Church;1510 Deep Run Rd Whiteford MD 21160
Marydel Calvary;145 Halltown Road Marydel MD 21649
Arcola United Methodist Church;24757 Evergreen Mills Road Sterling VA 20166
Principio United Methodist Church;1511 Principio Furnace Rd Perryville MD 21903
Asbury United Methodist Church;101 West All Saints Street Frederick MD 21701
Centennial Memorial United Methodist Church;8 West Second Street Frederick MD 21701
Pleasant View United Methodist Church;1865 Pleasant View Road Adamstown MD 21710
Walkersville United Methodist Church;22 Main Street Walkersville MD 21793
Cokesbury United Methodist Church;898 Bainbridge Road Port Deposit MD 21904
Calvary United Methodist Church;201 West 2nd Street Frederick MD 21701
Doubs-Epworth United Methodist Church;5131 Doubs Road Adamstown MD 21710
Stewartstown United Methodist Church;26 S Main Street Stewartstown PA 17363
Hart's United Methodist Church;3203 Turkey Point Road North East MD 21901
Concord UMC;Route 313 &  Dion Road Denton MD 21629
Jackson Chapel United Methodist Church;5609 Ballenger Creek Pike Frederick MD 21703
Middleburg United Methodist Church;331 Johnsville RD at Middleburg Rd Keymar MD 21757
Asbury United Methodist Church;21 Craigtown Road Craigtown Road and Route 222 Port Deposit MD 21904
Hollywood United Methodist Church;24422 MERVELL DEAN ROAD HOLLYWOOD MD 20636
St. Thomas United Methodist Church;8899 Sudley Rd Manassas VA 20110
Eastern United Methodist Church;975 Eastern Church Road Lusby MD 20657
Spirit & Life Church!  United Methodist Church;3890-B Cameron S. Dumfries VA 22026
Trinity Frederick;705 West Patrick Street Frederick MD 21701
Trinity United Methodist Church;6 Cambridge Avenue East New Market MD 21631
Dumfries United Methodist Church;3890 Cameron Street Dumfries VA 22026
Shiloh Community United Methodist Church;12760 Shiloh Church Road Newburg MD 20664
Faith Community United Methodist Church;509 Railroad Avenue East New Market MD 21631
Mt. Olivet United Methodist Church;786 Mount Olivet Church Road Fawn Grove PA 17321
Mount Zion United Methodist Church;12 North Street Northeast LEESBURG VA 20176
Grace United Methodist Church;9750 Wellington Road Manassas VA 20110
Leesburg United Methodist Church;107 West Market Street Leesburg VA 20176
Grace Church Shrewsbury;473 Plank Road New Freedom PA 17349
Chestnut Grove United Methodist Church;Route 313 & Chipmans Lane Federalsburg MD 21632
Evergreen United Methodist Church;19619 Evergreen Mills Road Leesburg VA 20175
Burrsville Union;10663 Knife Box Road Denton MD 21629
Olivet United Methodist Church;13575 Olivet Road Lusby MD 20657
Sudley United Methodist Church;5308 Sudley Road Manassas VA 20109
Wesley Chapel of Love United Methodist Church;33451 Sassafras Galena Rd Sassafras MD 21637
Bethel United Methodist Church;41799 Stumptown Road  Leesburg  VA 20176
Unity-Washington United Methodist Church;112 North Main Street Hurlock MD 21643
Town Point United Methodist Church;61 Port  Herman Road Chesapeake City MD 21915
Christ Airey;5033 Aireys Road Cambridge MD 21613
Hartly United Methodist Church;85 Main Street Hartly DE 19953
Downs Chapel;2168 Sudlersville Rd Clayton DE 19938
Bryansville United Methodist Church;2325 Bryansville Road Delta PA 17314
Prospect United Methodist Church;8 Orchard Road New Park PA 17352
Solomons United Methodist Church;14454 Solomons Island Road South Solomons MD 20688
St. Johns United Methodist Church;240 Market Street Charlestown MD 21914
Messiah United Methodist Church;20 Middle Street Taneytown MD 21787
Hurlock United Methodist Church;502 S Main St Hurlock MD 21643
Friendship Aireys United Methodist Church;Drawbridge Road Cambridge MD 21613
First Saints Community Church;25550 Point Lookout Road Leonardtown MD 20650
Mount Nebo United Methodist Church;962 Flintville Road Delta PA 17314
Mt. Pleasant United Methodist Church;1713 Liberty Grove Rd Colora MD 21917
Hopewell United Methodist Church;1811 Hopewell Road Port Deposit MD 21904
Mt Pleasant United Methodist Church;13266 Taylorstown Rd in Taylorstown VA Leesburg VA 20176
Bucktown United Methodist Church;4346 Bucktown Rd Cambridge MD 21613
Immanuel United Methodist Church;1 New Street Glen Rock PA 17327
Union United Methodist Church;301 North Main St Federalsburg MD 21632
Jefferson United Methodist Church;3882 Jefferson Pike Jefferson MD 21755
Christ United Methodist Church;South Main Street & Maple Avenue Federalsburg MD 21632
Bloomery United Methodist Church;Route 313 & Smithville Road Federalsburg MD 21632
Bethel United Methodist Church;Bethel Church Rd & Goosemar Rd Ext 208 Bethel Church Road North East MD 21901
John Wesley United Methodist Church;3301 Blackwater Road Church Creek MD 21622
Brook Hill;8946 Indian Springs Rd Frederick MD 21702
Pleasant Grove United Methodist Church;310 Pilotown Rd P.O. Box 2 Peach Bottom PA 17563
North East United Methodist Church;308 S Main St North East MD 21901
Greenmount United Methodist Church;4242 Greenmount Church Rd Glen Rock PA 17327
Middletown United Methodist Church;7108 Fern Circle Middletown MD 21769
Airville Salem United Methodist Church;5042 Delta Road Delta PA 17314
Lewistown United Methodist Church;11032 Hessong Bridge Rd Thurmont MD 21788
Potosi, Mt. Zion;10730 Mt Zion Rd Glen Rock PA 17327
Cross Roads United Methodist Church;6881 Church Road Felton PA 17322
Ebenezer United Methodist Church;1072 Ebenezer Church Road Rising Sun MD 21911
Kenton United Methodist Church;74 West Commerce Street Kenton DE 19955
Wesley United Methodist Church;41 Justice Way Elkton MD 21921
Barts-Centenary United Methodist Church;50 East King Street Littlestown PA 17340
Dahlgren United Methodist Church;17080 14th St Dahlgren VA 22448
Hosier Memorial;2639 Hoopers Island Road FISHING CREEK MD 21634
Mount Pleasant United Methodist Church, Salem;4202 Maiden Forest Road Vienna MD 21869
Aldie United Methodist Church;39325 John Mosby Highway Aldie VA 20105
Bethlehem United Methodist Church - Jefferson;47 Hanover St Codorus PA 17311
Community With A Cause United Methodist Church;21905 Chancellors Run Road Chancellors Run Activity Center Great Mills MD 20663
Grace United Methodist Church;55 Albright Drive Hanover PA 17331
Lee Haven United Methodist Church;413 Blackbird Landing Road Townsend DE 19734
Gainesville United Methodist Church;13710 Milestone Court Gainesville VA 20155
Janes United Methodist Church;213 N Walnut St Rising Sun MD 21911
Winterstown United Methodist Church;12184 Winterstown Rd Felton PA 17322
Mount Hope United Methodist Church;MD-392 Federalsburg MD 21632
Prospect United Methodist Church;5183 Vernon Rd Harrington DE 19952
Lexington Park Methodist Church;21760 Great Mills Road Lexington Park MD 20653
Shelemiah United Methodist Church;370 Old Bayview Road North East MD 21901
Wesley United Methodist Church;6304 Eldorado Road Federalsburg MD 21632
Bethel United Methodist Church;3426 Harper Road Federalsburg MD 21632
First United Methodist Church of Hanover;200 Frederick Street Frederick and Centennial Sts. Hanover PA 17331
Trinity United Methodist Church;450 Third Street Chesapeake City MD 21915
Tom's Creek United Methodist Church;10926 Simmons Road Emmitsburg MD 21727
Airville McKendree United Methodist Church;3708 Delta Road Airville PA 17302
Mount Zion United Methodist Church;250 West Virginia Ave HAMILTON VA 20158
Rehobeth United Methodist Church;Reheboth Church Rd & Rickard 14085 Rehobeth Church Road Lovettsville VA 20180
Trinity United Methodist Church, Dublin Hill;4385 Dublin Hill Road Bridgeville DE 19933
Harmony United Methodist Church;380 East Colonial Highway Hamilton VA 20158
Asbury United Methodist Church;14113 Fleetwood Drive Nokesville VA 20181
Salem United Methodist Church;74 Brent Point Road Stafford VA 22554
Brookview United Methodist Church;5136 Rhodesdale Eldorado Road Rhodesdale MD 21659
Thurmont United Methodist Church;13880 Long Rd Thurmont MD 21788
Bethel United Methodist Church;2381 Neals School Road Seaford DE 19973
Emanuel Church of Loganville;40 S Main Street Loganville PA 17342
Zion United Methodist Church;21291 Three Notch Road Lexington Park MD 20653
New Hope United Methodist Church;7 South Maryland Avenue Brunswick MD 21716
Catoctin United Methodist Church;7009 Kellys Store Road Thurmont MD 21788
Nokesville United Methodist Church;12550 Aden Rd Nokesville VA 20181
Mt. Zion United Methodist Church;1530 Slate Hill Road Peach Bottom PA 17563
Bethany Felton United Methodist Church;41 High St Felton PA 17322
Immanuel United Methodist church;209 Main Street Townsend DE 19734
Reids Grove United Methodist Church;Reids Grove Rd & Maiden Forest Rd Vienna MD 21869
Reids Grove Zoar;MD-331 & Reids Grove Rd Vienna MD 21869
Zion United Methodist Church;94 Old Zion Rd North East MD 21901
Ewell's-St. Paul United Methodist Church;401 West St & Clayton Ave Clayton DE 19938
Haymarket Church - A New United Methodist Church;15500 Learning Lane Haymarket VA 20169
Bethesda United Methodist Church;116 E Main St Middletown DE 19709
Dale United Methodist Church;143 E Lake St Middletown DE 19709
Todds Chapel UMC;102 Todds Chapel Rd. GREENWOOD DE 19950
Union United Methodist Church;440 Union Church Road Elkton MD 21921
Union UMC;321 Fremont Rd Nottingham PA 19362
Rosebank United Methodist Church;Rtoute 273  Telegraph Road North East MD 21901
Felton-Viola United Methodist Church;101 E Main St Felton DE 19943
Metropolitan United Methodist Church;109 West St. Harrington DE 19952
Agape Umc United Methodist Church;441 South 12th Street Purcellville VA 20132
Roby Leipsic United Methodist Church;Faith street Dover DE 19901
Weller United Methodist Church;101 North Altamont Ave Thurmont MD 21788
Woodside United Methodist Church;1407 Main Street Dover DE 19904
Trinity United Methodist Church;63 Commerce Street Harrington DE 19952
Colonial Beach;1 WASHINGTON St COLONIAL BEACH VA 22443
Asbury United Methodist Church;200 Weiner Avenue Harrington DE 19952
St Johns United Methodist Church;2502 Lakesville Crapo Rd Crapo MD 21626
Adamsville United Methodist Church;South Duke Street & Meadowview Drive  Dallastown PA 17313
Mount Olivet United Methodist Church;11783 Mountain Rd Lovettsville VA 20180
Zion UMC, Red Lion;1155 Felton Rd Red Lion PA 17356
Bethany United Methodist Church;100 West Main Street Purcellville VA 20132
Asbury United Methodist Church;20-24 W Mount Vernon Street Smyrna DE 19977
Wesley United Methodist Church;4904 Old Route 50 Vienna MD 21869
