name,addr,city,state,lat,lon
Landmark Baptist Church,Loganville,GA,30052,33.838998,-83.900738
Grace Baptist Church,Wakefield,MI,49968,46.476545,-89.941003
Baymeadows Baptist Church,Jacksonville,FL,32217,30.239968,-81.613091
Lighthouse Independent Baptist,Minden,LA,71055,32.615428,-93.286835
Old Paths Baptist Church,Union City,TN,38261,36.42423,-89.05701
Bible Baptist Church,Taylorsville,UT,84129,40.650515,-111.96731
Charity Baptist Church,Archdale,NC,27263,35.904551,-79.959177
Braddock Missionary Baptist Church,Fairfax,VA,22030,38.848659,-77.302646
Cluster Springs Baptist Church,Defuniak Springs,FL,32433,30.768208,-86.11449
Heritage Baptist Church,Wichita,KS,67235,37.691907,-97.488142
Bible Baptist Church,Chickasha,OK,73018,35.052565,-97.936433
Turnagain Baptist Church,Anchorage,AK,99517,61.189732,-149.939502
Grace Baptist Chapel,Albuquerque,NM,87111,35.138278,-106.523369
Victory Baptist Church,Thomasville,GA,31792,30.836582,-83.978781
Southside Baptist Church,Dover,DE,19901,39.160358,-75.514
Antioch Baptist Church,Havre de Grace,MD,21078,39.548996,-76.091472
Monticello Baptist Church,Monticello,IA,52310,42.238275,-91.186943
Faith Missionary Baptist Church,Clarksville,TN,37043,36.524488,-87.286853
Dexter Baptist Church,Wellsboro,PA,16901,41.748684,-77.300531
Payson First Baptist Church,Payson,AZ,85541,34.230868,-111.325136
Fellowship Baptist Church,Roanoke,VA,24013,37.267753,-79.92588
Grace Baptist Church,Bethpage,TN,37022,36.481711,-86.311935
Flat Shoals Independent Baptist Church,Walhalla,SC,29691,34.764818,-83.064042
Faith Baptist Church,Erial,NJ,08081,39.773448,-75.006278
Grace Baptist Church,Lincolnton,NC,28092,35.473745,-81.254525
Harvest Baptist Church,Elizabethton,TN,37643,36.34872,-82.210688
Lighthouse Bible Baptist Church,Fond du Lac,WI,54935,43.774876,-88.445803
Community Baptist Church,Grand Rapids,MI,49546,42.923714,-85.57377
Trinity Baptist Church,Milton,FL,32571,30.616396,-87.146109
Pathway Baptist Church,Westminster,CO,80023,39.950029,-105.0344
Grafton Baptist Church,Grafton,ND,58237,48.412211,-97.410634
Northwest Baptist Church,Peoria,IL,61615,40.77,-89.65
Three Springs Baptist Church,Bowling Green,KY,42104,36.948396,-86.442131
New England Shores Baptist Church,Hampton,NH,03843,42.935306,-70.840155
Millersville Baptist Church,Taylorsville,NC,28681,35.92194,-81.176342
New Macedonia Baptist Church,Greenville,FL,32331,30.469481,-83.629969
Ankeny Baptist Church,Ankeny,IA,50023,41.731872,-93.600384
Abundant Life Baptist Church,Naugatuck,CT,06770,41.486019,-73.050943
Faith Community Baptist Church,,NC,28657,36.087348,-81.927336
Graceway Baptist Church,Great Falls,MT,59401,47.504885,-111.29189
Friendly Baptist Church,Commerce City,CO,80022,39.80832,-104.933868
Fort Cooper Baptist Church,Inverness,FL,34450,28.835818,-82.330372
Maranatha Baptist Church,Millville,NJ,08332,39.402059,-75.039337
Mountain City Baptist Church,Mountain City,TN,37683,36.474564,-81.804838
Old Paths Baptist Church,Sparta,TN,38583,35.925892,-85.464134
Rest Haven Baptist Church,Buford,GA,30518,34.120656,-84.004351
Bible Baptist Church,Covington,KY,41015,39.050094,-84.50528
Center Conway Baptist Church,Conway,NH,03818,43.979475,-71.120682
Lexington Park Baptist Church,Lexington Park,MD,20653,38.264173,-76.453107
Iron Hill Baptist Church,Acworth,GA,30101,34.065933,-84.67688
Solid Rock Baptist Church,Milton,FL,32570,30.632415,-87.039688
Edgewood Baptist Church,Chattanooga,TN,37412,34.998855,-85.239932
Providence Baptist Church,Ellwood City,PA,16117,40.86173,-80.286452
Foster Creek Baptist Church,North Charleston,SC,29406,32.936511,-80.043812
Bright Light Baptist Church,Statesville,NC,28625,35.811255,-80.865588
Paths of Faith Baptist Church,Syracuse,IN,46567,41.427841,-85.752496
Calvary Baptist Church,Dayton,TN,37321,35.493959,-85.012454
Faith Baptist Church,Knoxville,TN,37921,35.970313,-83.962285
Na Hana Oi Ae Baptist Church,Pearl City,HI,96782,21.400123,-157.969428
Grace Baptist Church,Early,TX,76802,31.742096,-98.945605
New London Baptist Church,West Grove,PA,19390,39.821719,-75.826712
Baptist Tabernacle,Englewood,CO,80110,39.647332,-105.008739
Community Baptist Church,Branford,CT,06405,41.279541,-72.815099
Germantown Hills Baptist Church,Germantown Hills,IL,61548,40.790741,-89.361441
Pineville Independent Bible Church,Pineville,PA,18946,40.68238,-73.75387
New Covenant Baptist Church,Bloomfield,CT,06002,41.826488,-72.730095
Landmark Baptist Church,Okatie,SC,29909,32.2813,-80.968176
Discovery Baptist Church,Gig Harbor,WA,98335,47.32597,-122.587866
Shiloh Hills Baptist Church,Kennesaw,GA,30144,34.014544,-84.567811
Bear Trail Baptist Church,Cana,VA,24317,36.589576,-80.671735
Snow Springs Baptist Church,Adairsville,GA,30103,34.368702,-84.934109
Heritage Baptist Church,Arcadia,FL,34266,27.215883,-81.858416
Fowler Avenue Baptist Church,Temple Terrace,FL,33617,28.033458,-82.391509
Mt. Pleasant Baptist Church,Blountsville,AL,35031,34.081486,-86.591103
Calvary Baptist Church,Taylorville,IL,62568,39.548935,-89.294533
Landmark Baptist Church,Carlsbad,NM,88220,32.425746,-104.237612
Berean Independent Baptist Church,Fort Ashby,WV,26719,39.503279,-78.768075
Trinity Baptist Church,Williston,VT,05495,44.437404,-73.068962
Glen Fork Baptist Temple,Glen Fork,WV,25845,37.695945,-81.528995
Allegre Missionary Baptist Church,,KY,42220,36.810043,-87.154168
Charity Baptist Church,Cleveland,TN,37323,35.131477,-84.85219
Victory Baptist Church,Tracy City,TN,37387,35.260357,-85.736083
Charity Baptist Church,Barberton,OH,44203,41.012833,-81.605122
Faith Baptist Church,Yerington,NV,89447,38.985543,-119.162989
Bible Believers Baptist Church,Lexington,KY,40515,37.920584,-84.390497
Harvest Baptist Church,Orlando,FL,32805,28.533505,-81.401759
Community Baptist Church,Riverhead,NY,11901,40.917044,-72.66204
New Beginning Baptist Church,Senoia,GA,30276,33.302339,-84.564799
Mount Tabor Baptist Church,Beckley,WV,25801,37.77817,-81.188156
Seagoville Road Baptist Church,Balch Springs,TX,75180,32.728741,-96.622771
Grace Bible Baptist Church,,NY,14755,42.252563,-78.80559
Grace Baptist Church,Delta,UT,84624,39.352178,-112.57717
Bethel Baptist Church,Wilson,NC,27893,35.721269,-77.91554
Maranatha Baptist Church,Amissville,VA,20106,38.671508,-77.995552
Heritage Baptist Church,,OH,44451,41.100058,-80.857307
Canaan Missionary Baptist Church,,NC,28020,35.512352,-81.617316
Lawyers Road Baptist Church,Charlotte,NC,28227,35.18882,-80.708696
Cornerstone Baptist Church,Huntley,IL,60142,42.17225,-88.42692
South Austin Baptist Church,Austin,TX,78748,30.170409,-97.824334
Hilltop Baptist Church,Pinnacle,NC,27043,36.329305,-80.433112
Fellowship Baptist Church,Vincennes,IN,47591,38.677269,-87.528633
Faith Baptist Church,Macon,MO,63552,39.742256,-92.472686
Zion Hill Baptist Church,Carriere,MS,39426,30.616857,-89.652565
Covington Baptist Temple,Westport,KY,40077,38.478953,-85.474959
First Baptist Church,Oxford,PA,19363,39.785206,-75.979022
Mt. Pleasant Baptist Church,Elkview,WV,25071,38.442875,-81.4804
Old Paths Independent Baptist Church,Pilot Mountain,NC,27041,36.386527,-80.469502
Christ Baptist Church,Columbia,NJ,07832,40.926208,-75.092676
Maranatha Baptist Church,Mayville,NY,14757,42.253947,-79.504491
Crossroads Baptist Church,Roxboro,NC,27574,36.36,-78.99
Craig County Baptist Church,Vinita,OK,74301,36.638795,-95.15433
New Testament Baptist Church,Greensboro,NC,27406,36.036097,-79.796765
People’s Baptist Church,Fort Worth,TX,76105,32.723522,-97.270222
New Life Baptist Church,Bessemer City,NC,28016,35.284733,-81.283906
Northside Baptist Church,Mount Airy,NC,27030,36.49933,-80.607161
Rialto Bible Baptist Church,Rialto,CA,92376,34.1064,-117.370324
Freedom Baptist Church,Jacksonville,FL,32211,30.335644,-81.581661
Valley View Baptist Church,Knoxville,TN,37917,35.995971,-83.920673
Perry Hill Road Baptist Church,Montgomery,AL,36109,32.383891,-86.24421
Bible Baptist Church,Christiansburg,VA,24073,37.129852,-80.408939
Berean Baptist Church,Luthersburg,PA,15848,41.053342,-78.719255
Victory Baptist Church,Tampa,FL,33611,27.892058,-82.504078
Bible Baptist Church, Billings MT,Billings,MT,59101,45.787496,-108.49607
Ridgewood Baptist Church,Ridgewood,NY,11385,40.708056,-73.914167
Faith Baptist Church,Clyde,MI,48049,43.009225,-82.547547
Emmanuel Baptist Church,Lansing,NC,28643,36.499394,-81.510985
Light Of Calvary Baptist Church,Conyers,GA,30012,33.66761,-84.01769
Bible Baptist Church,Ennis,TX,75119,32.329311,-96.625268
Edgecomb Baptist Church,Edgecomb,ME,04556,43.958413,-69.630602
Lighthouse Baptist Church,Sanford,FL,32771,28.811735,-81.268022
Open Door Baptist Church,Venango,PA,16440,41.772556,-80.113113
Cornerstone Baptist Church,Mesquite,TX,75181,32.739568,-96.556655
Lynnwood Baptist Church,Lynnwood,WA,98037,47.837999,-122.295911
Cross Roads Missionary Baptist Church,Camden,TN,38320,36.058949,-88.097815
Faith Baptist Bible Church,Lebanon Junction,KY,40150,37.834509,-85.731904
Whitney Baptist Church,Leesburg,FL,34748,28.810823,-81.877858
Andrews Memorial Baptist Church,Graham,NC,27253,36.069026,-79.400576
Victory Baptist Church,Talbott,TN,37877,36.15259,-83.415172
Brockton Road Baptist Church,Jefferson,GA,30549,34.117054,-83.572388
Iglesia Bautista Fundamental Manantial de Vida,Vista,CA,92084,33.213417,-117.235858
Fellowship Baptist Church,Tullahoma,TN,37388,35.362024,-86.209434
Faith Baptist Church,Greensboro,NC,27407,36.042456,-79.871126
Liberty Baptist Church,Hickory,NC,28601,35.733331,-81.344292
Open Bible Tabernacle Baptist Church,Lizella,GA,31052,32.807084,-83.819907
College Heights Baptist Church,Temple,TX,76504,31.092353,-97.364806
Macedonia Missionary Baptist Church,Tacoma,WA,98444,47.165517,-122.456716
Marsh Creek Fellowship Baptist Church,Wellsboro,PA,16901,41.748684,-77.300531
Victory by Grace Baptist Church,Eden,NC,27288,36.488472,-79.766703
Liberty Baptist Church,Bristol,CT,06010,41.673521,-72.946486
First Baptist Church,,IN,47162,38.563118,-85.539683
Victory Baptist Church,,KY,42345,37.201154,-87.178885
Faith Baptist Church,Deforest,WI,53532,43.247769,-89.343728
Liberty Baptist Church,Callahan,FL,32011,30.562181,-81.830662
Holy Ground Baptist Church,Genesee,MI,48437,43.112526,-83.617733
Brushville Baptist Church,Susquehanna,PA,18847,41.946401,-75.60283
Bethel Baptist Church,Hotevilla,AZ,86030,35.927599,-110.671333
Victory Baptist Church,Waxahachie,TX,75165,32.394491,-96.843937
Bayou Drive Baptist Church,Alvin,TX,77511,29.423847,-95.244101
South Gardiner Baptist Church,South Gardiner,ME,04359,44.180071,-69.756711
Highland Missionary Baptist Church,Gainesville,FL,32614,29.610259,-82.373805
Central Baptist Church,Piqua,OH,45356,40.144773,-84.242445
Victory Baptist Church,Plant City,FL,33563,28.01633,-82.12348
Third Baptist Church,Fall River,MA,02721,41.691309,-71.156811
Beth-El Baptist Church,Surry,NH,03431,42.933597,-72.278426
Victory Baptist Church,Kiln,MS,39556,30.409083,-89.435052
Shawnee Hills Baptist Church,Portsmouth,OH,45662,38.731638,-82.996544
Old Time Baptist Church,Conneaut,OH,44030,41.944098,-80.556101
Lighthouse Baptist Church,Akron,OH,44307,41.06778,-81.550343
Abundant Life Baptist Church,Proctorville,OH,45669,38.438232,-82.381127
Grace Baptist Church,Orrville,OH,44667,40.843666,-81.764021
Bethel Baptist Church,Monahans,TX,79756,31.588607,-102.886985
Raleigh Springs Baptist Church,Memphis,TN,38133,35.203909,-89.81611
Sagle Victory Baptist Church,Sagle,ID,83860,48.202419,-116.547693
Bible Baptist Church,Starke,FL,32091,29.944355,-82.110111
First Baptist Church,Groton,MA,01450,42.611224,-71.57454
Manassa Community Baptist Church,Blain,PA,17006,40.338955,-77.512531
Gilead Baptist Church,Allen Park,MI,48101,42.259507,-83.210767
Fellowship Baptist Church,Beloit,OH,44609,40.923114,-80.993703
Dependent Baptist Church,Inman,SC,29349,35.047062,-82.090109
Texas Grove Baptist Church,Evensville,TN,37332,35.58249,-84.925851
Central Baptist Church of East Chicago,East Chicago,IN,46312,41.639786,-87.454847
Harbor Light Baptist Church,Johnson City,TN,37601,36.32614,-82.343048
Tabernacle Baptist Church,George,IA,51237,43.343862,-96.002243
First Baptist Church,Beaver,UT,84713,38.276531,-112.640279
Lawsonville Baptist Church,Danbury,NC,27016,36.409305,-80.205883
Grace Baptist Church,San Antonio,TX,78201,29.47243,-98.526386
Fellowship Baptist Church,Pampa,TX,79065,35.536297,-100.960155
Calvary Baptist Church,Midlothian,VA,23112,37.426491,-77.651618
Victory Baptist Church,Sylvania,GA,30467,32.750444,-81.636776
Grace Baptist Church,Chappaqua,NY,10514,41.15954,-73.764855
Little Mountain Baptist Church,Ararat,NC,27007,36.404025,-80.560617
Liberty Baptist Church,New Boston,MI,48164,42.162541,-83.402989
First Baptist Church,Clarkston,WA,99403,46.416272,-117.04518
Trinity Baptist Church,Bainbridge,GA,39818,30.907869,-84.576653
Galilee Baptist Church,Stevensville,MT,59870,46.510407,-114.094385
First Baptist Church,Merton,WI,53056,43.146649,-88.306638
Faith Baptist Church,Columbia City,IN,46725,41.156928,-85.488462
Higher Ground Baptist Church,Perris,CA,92570,33.782519,-117.228648
Calvary Baptist Church,New Philadelphia,OH,44663,40.489787,-81.445671
CrossRoads Baptist Church,Wichita,KS,67206,37.702742,-97.243587
Pavillard Baptist Church,Amarillo,TX,79108,35.243028,-101.736003
Westside Baptist Church,Martinez,GA,30907,33.515215,-82.100656
Heritage Baptist Church,Titusville,FL,32780,28.574887,-80.818036
Packs Branch Baptist Church,Mount Hope,WV,25880,37.895391,-81.164268
Wears Valley Independent Baptist Church,Sevierville,TN,37862,35.868146,-83.561835
Grace Baptist Church,La Quinta,CA,92248,33.710461,-116.282512
Landmark Baptist Church,Tyler,TX,75707,32.296364,-95.260283
Berean Baptist Church of Greenwood,Greenwood,MI,48006,43.061972,-82.691037
Calvary Baptist Church,Cedar Bluff,VA,24609,37.087614,-81.759003
Cornerstone Baptist Church,Columbus,IN,47201,39.201441,-85.92138
Community Baptist Church,,NC,28570,34.78655,-76.859106
Community Bainbridge Baptist Church,Richmond,VA,23224,37.497349,-77.469177
Landmark Baptist Church,Sioux City,IA,51105,42.505351,-96.399953
New Testament Baptist Church,Lizton,IN,46149,39.886711,-86.543335
Hilltop Baptist Church,Colorado Springs,CO,80915,38.853258,-104.711146
True Light Baptist Church,Las Vegas,NV,89115,36.211125,-115.086217
Old Pathway Baptist Church,Waynesville,NC,28785,35.569183,-83.006739
Scenic Bay Baptist Church,Pensacola,FL,32504,30.487227,-87.183402
Heritage Baptist Church,Alexandria,LA,71303,31.284962,-92.496937
Liberty Independent Baptist Church,Warner Robins,GA,31088,32.589777,-83.657281
Perryopolis Baptist Church,Perryopolis,PA,15473,40.087115,-79.750714
Gatewood Baptist Church,Seattle,WA,98136,47.544568,-122.38773
McConnell Road Baptist Church,Greensboro,NC,27406,36.036097,-79.796765
Iglesia Bautista Templo,Mount Airy,NC,27030,36.49933,-80.607161
Charity Chapel Baptist Church,Kingsport,TN,37664,36.532681,-82.523032
Victory Bible Baptist Church,Ledyard,CT,06339,41.438605,-72.017519
Faithful Baptist Church,Omak,WA,98841,48.410985,-119.52755
Faith Baptist Church,Mount Airy,NC,27030,36.49933,-80.607161
Grace Baptist Church,Fayetteville,GA,30215,33.430506,-84.443176
Baptist Tabernacle,Sibley,LA,71073,32.539319,-93.29628
New Home Baptist Church,Wetumpka,AL,36092,32.543745,-86.211913
First Bible Church,Staten Island,NY,10309,40.53938,-74.211931
Champion Baptist Church,Saint Cloud,FL,34769,28.249853,-81.283904
Fellowship Baptist Church,San Bernardino,CA,92404,34.137716,-117.263681
Ridgeview Baptist Church,Stuarts Draft,VA,24477,38.030141,-79.033639
Hallmark Baptist Church,Fort Worth,TX,76123,32.62314,-97.378755
Good Shepherd Baptist Church,Smithfield,KY,40068,38.386734,-85.256901
Oceanview Baptist Church,Long Beach,WA,98631,46.35232,-124.054331
Arden Missionary Baptist Church,Arden,NC,28704,35.466182,-82.516424
First Baptist Church,Nephi,UT,84648,39.710234,-111.836322
Trinity Baptist Church,Austin,TX,78754,30.360884,-97.651821
Hopewell Baptist Church,Longmont,CO,80501,40.167212,-105.101929
Memorial Baptist Tabernacle,Rossville,GA,30741,34.983376,-85.28603
Erie Baptist Church,Erie,KS,66733,37.568107,-95.243311
Calvary Baptist Church,Dixon,IL,61021,41.84252,-89.481429
Arkansas City Baptist Temple,Arkansas City,KS,67005,37.062256,-97.038834
Calvary Bible Church,Bristol,VA,24202,36.637415,-82.16299
Bethel Baptist Church,North Baltimore,OH,45872,41.18283,-83.678267
Shining Light Baptist Church,Germanton,NC,27019,36.262771,-80.230974
Greater Fall River Baptist Church,Fall River,MA,02724,41.689998,-71.163867
Fellowship Baptist Church,Elloree,SC,29047,33.530994,-80.572032
Southwood Baptist Church,Tallahassee,FL,32305,30.391602,-84.289274
Eastside Baptist Church,Henderson,NC,27536,36.329591,-78.399164
Ambassador Baptist Church,Hudson,NC,28638,35.848465,-81.495927
Bible Baptist Church,Stanwood,WA,98292,48.237522,-122.333884
Heritage Baptist Church,Port St Lucie,FL,34952,27.292061,-80.292719
Gann Community Church,,TN,38316,36.076455,-88.810062
All Bible Baptist Church,Milwaukee,WI,53215,43.004421,-87.938361
Riggles Gap Bible Church,Altoona,PA,16601,40.518681,-78.394736
Bible Baptist Church,Wilmington,OH,45177,39.445339,-83.828538
Tabernacle Baptist Church,Magnolia,MS,39652,31.143233,-90.458708
Boones Creek Bible Church,Johnson City,TN,37615,36.41218,-82.444001
Shalom Baptist Church,North Tonawanda,NY,14120,43.040774,-78.866053
Tabernacle Baptist Church,Manassas,VA,20109,38.784455,-77.515934
Rock of Christ Baptist Church,Flowery Branch,GA,30542,34.185102,-83.925181
Glory Land Baptist Church,Hartsville,SC,29550,34.374043,-80.073401
Trinity Baptist Church,Spartanburg,SC,29303,34.979604,-81.949761
Trinity Independent Baptist Church,Lexington,NC,27292,35.824027,-80.253384
Shepardsville Baptist Church,Shepardsville,IN,47880,39.600592,-87.419642
Cornerstone Baptist Church,Harper,KS,67058,37.286955,-98.025739
Bethany Baptist Church,Juneau,AK,99801,58.3,-134.41
Trinity Baptist Church,Union,SC,29379,34.715194,-81.623746
El-Bethel Baptist Church,Belton,MO,64012,38.81081,-94.53135
Independent Baptist Church,Wasilla,AK,99623,61.496007,-149.685449
Indore Baptist Church,Indore,WV,25111,38.352881,-81.146776
Liberty Baptist Church,Milton,FL,32570,30.632415,-87.039688
Mount Zion Primitive Baptist Church,Crown Point,IN,46307,41.416981,-87.365314
Capital Heights Baptist Church,Tallahassee,FL,32311,30.424601,-84.199153
Secord Bible Baptist Church,Gladwin,MI,48624,43.980855,-84.486401
Vancouver Landmark Missionary Baptist Church,Vancouver,WA,98682,45.665392,-122.527206
Twin Valley Free Will Baptist Church,Middleton,WI,53562,43.140256,-89.541171
Holt’s Baptist Church,Morristown,TN,37814,36.213981,-83.294892
People’s Baptist Church,Frederick,MD,21703,39.399664,-77.441834
Cookeville Baptist Temple,Cookeville,TN,38501,36.162389,-85.499706
Berean Baptist Church,Cumming,GA,30040,34.20732,-84.140193
Grace Baptist Church,Tyler,TX,75703,32.288788,-95.300103
Bible Baptist Church,Knox,IN,46534,41.295875,-86.625014
Galilee Independent Baptist Church,Elizabethtown,KY,42701,37.693952,-85.859129
Faith Baptist Church,Alturas,CA,96101,41.487123,-120.542327
Temple Baptist Church,Stamford,TX,79553,32.943936,-99.798715
Elizabeth Baptist Church,Bancroft,WV,25011,38.509552,-81.842316
Bible Baptist Church,El Reno,OK,73036,35.532198,-97.955058
Calvary Baptist Temple,Iva,SC,29655,34.306497,-82.663743
Bible Baptist Church,Fredonia,KS,66736,37.533939,-95.826648
Fenmore Baptist Church,Elsie,MI,48831,43.088639,-84.386926
Temple Baptist Church,Greenville,MS,38701,33.400063,-91.055131
College Avenue Baptist Church,Levelland,TX,79336,33.587316,-102.37796
North Rockwood Baptist Church,Rockwood,TN,37854,35.865628,-84.68494
For His Glory Bible Baptist Church,Union,ME,04862,44.211741,-69.274292
West Milford Baptist Church,Clarksburg,WV,26301,39.280645,-80.344534
Open Door Baptist Church,Salinas,CA,93901,36.674412,-121.655037
Huntsville Bible Baptist Church,Huntsville,AL,35811,34.776333,-86.556945
Open Door Baptist Church,,NC,28137,35.470141,-80.257834
Emmanuel Baptist Church,Longwood,FL,32750,28.70085,-81.346558
Lakeland Baptist Temple,Eastlake,OH,44095,41.649034,-81.437899
Kendall Park Baptist Church,Kendall Park,NJ,08824,40.420939,-74.560711
Shining Light Baptist Church,Leland,NC,28451,34.220306,-78.033599
Choice Baptist Church,Fredericksburg,VA,22406,38.363797,-77.511082
Victory Bible Baptist Church,Vidor,TX,77662,30.1316,-94.015454
Berean Baptist Church,Vancouver,WA,98661,45.647068,-122.621396
Maranatha Baptist Church,Denton,TX,76209,33.232046,-97.115871
Cornerstone Baptist Church,Marietta,GA,30062,33.990717,-84.473558
Grace Baptist Church,Kennewick,WA,99336,46.208707,-119.119919
East Baptist Church,Henrietta,NY,14467,43.061178,-77.633898
Open Door Baptist Church,Dry Ridge,KY,41035,38.682012,-84.589943
Bemiss Road Baptist Church,Valdosta,GA,31605,30.902568,-83.265276
First Baptist Church,Lewes,DE,19958,38.773396,-75.137957
New Testament Baptist Church,Pauls Valley,OK,73075,34.740081,-97.222245
Ellicott Baptist Church,Calhan,CO,80808,39.035546,-104.297186
Landmark Baptist Church,Pomfret Center,CT,06259,41.88732,-71.962018
Helmers Street Baptist Church,Houston,TX,77022,29.831946,-95.373713
Fort Lauderdale Baptist Church,Oakland Park,FL,33334,26.183543,-80.136696
Calvary Independent Baptist Church,Plymouth,NH,03264,43.757209,-71.688538
Victory Anabaptist Fellowship,Beresford,SD,57004,43.080545,-96.773655
Sturgeon Branch Baptist Church,Meadow Bridge,WV,25976,37.859006,-80.854257
Hessville Baptist Church,Hammond,IN,46323,41.590319,-87.4536
Oak Lake Baptist Church,Sugar Land,TX,77498,29.652843,-95.645253
Vernon Forest Baptist Church,Winston Salem,NC,27107,36.072862,-80.20674
Boswell Chapel Baptist Church,Harriman,TN,37748,35.933964,-84.552436
Brassfield Baptist Church,Waco,KY,40385,37.74,-84.14
Great Commission Baptist Church,Blair,NE,68008,41.544438,-96.125015
Victory Baptist Church,Lavonia,GA,30553,34.435331,-83.107128
Anchor Baptist Church,Homer,MI,49245,42.146148,-84.809271
Unity Baptist Church,Mount Olive,NC,28365,35.196553,-78.066379
First Baptist Church of Fernwood,Pulaski,NY,13142,43.567014,-76.127703
Prairie Winds Baptist Church,Elkton,SD,57026,44.236079,-96.481155
Bismarck Bible Baptist Church,Bismarck,ND,58501,46.808327,-100.783739
Lighthouse Baptist Church,Cortez,CO,81321,37.349453,-108.584074
Lighthouse Baptist Church,Vestal,NY,13850,42.085075,-76.053813
Kelview Heights Baptist Church,Midland,TX,79705,32.045612,-102.092689
Highland Park Baptist Church,Seattle,WA,98106,47.529412,-122.356541
Laurel Hill Baptist Church,Nebo,NC,28761,35.677338,-81.906058
Covenant Fellowship Baptist Church,Stuart,FL,34994,27.197983,-80.251918
Grace Baptist Temple,Rocky Mount,NC,27803,35.92637,-77.824508
Gospel Light Baptist Church,Kearny,NJ,07032,40.768434,-74.145421
Calvary Baptist Church,Saint Marys,GA,31558,30.78,-81.62
Faith Bible Baptist Church,Century,FL,32535,30.973238,-87.263863
Immanuel Baptist Church,Corunna,MI,48817,42.981973,-84.117745
Calvary Baptist Church,Sharpes,FL,32959,28.431928,-80.76034
Grace Baptist Church,Pepperell,MA,01463,42.66977,-71.603096
Triumphant Baptist Church,Columbus,IN,47201,39.201441,-85.92138
First Baptist Church,Knox,IN,46534,41.295875,-86.625014
Flatwoods Baptist Church,Flatwoods,WV,26621,38.723176,-80.649802
Five Corners Baptist Church,Wolcottville,IN,46795,41.52588,-85.366645
Travelers Rest Baptist Church,Chicago,IL,60629,41.781056,-87.706257
Big Creek Missionary Baptist Church,Wayne,WV,25570,38.221475,-82.442375
First Baptist Church,Hoopeston,IL,60942,40.467259,-87.668357
Victory Baptist Church,Kokomo,IN,46902,40.4524,-86.128957
Lighthouse Baptist Church,Valdosta,GA,31605,30.902568,-83.265276
Heritage Baptist Church,Fort Smith,AR,72901,35.387222,-94.424898
Sand Springs Baptist Church,,VA,22952,38.029304,-78.945024
Freedom Baptist Church,New Castle,IN,47362,39.928935,-85.370248
Guiding Light Bible Baptist Church,Norwich,CT,06360,41.524354,-72.075901
Immanuel Baptist Church,Bedford,MA,01730,42.49173,-71.281795
Fellowship Bible Baptist Church,Trinity,NC,27370,35.894738,-79.990965
Chippewa Lake Bapitst Church,Medina,OH,44256,41.138388,-81.863747
Riverview Baptist Church,Franklin,OH,45005,39.541942,-84.289826
Woodland Acres Independent Baptist Church,Calhoun,TN,37309,35.296462,-84.747996
Sugar Creek Baptist Church,,WV,26624,38.673228,-80.774662
Tabernacle Baptist Church,Dahlonega,GA,30533,34.532848,-83.984572
Good Shepherd Independent Missionary Baptist Church,Goodlettsville,TN,37072,36.331307,-86.711581
Bible Baptist Church,Conroe,TX,77306,30.314912,-95.314264
Liberty Baptist Church,Strasburg,VA,22657,38.988527,-78.358811
Florence Baptist Church,Florence,MT,59833,46.63159,-114.078996
Bible Bapitst Church,Saint Marys,KS,66536,39.194164,-96.071104
Charity Missionary Baptist Church,Clinton,TN,37716,36.103413,-84.131863
Faith Baptist Church,Cartersville,GA,30120,34.165097,-84.799938
Eleventh Ave Baptist Church,,GA,30720,34.769187,-84.970248
Bethany Baptist Church,Dollar Bay,MI,49922,47.113824,-88.50059
Northside Baptist Church,Greenville,SC,29617,34.893787,-82.443036
Western Hills Baptist Church,Kennesaw,GA,30152,34.002886,-84.625567
Victory Baptist Church,Cocoa,FL,32927,28.465366,-80.796281
Candlestick Baptist Church,Spring,TX,77388,30.054371,-95.470961
Green Valley Baptist Church,Winston Salem,NC,27105,36.132528,-80.244253
Welcome Baptist Church,Goshen,OH,45122,39.2319,-84.160146
Union Seminary Baptist Church,Laurel,MS,39443,31.729541,-88.998736
Grace Baptist Church,Bakersville,NC,28705,36.015674,-82.158735
Fellowship Baptist Church,Williamston,NC,27892,35.854604,-77.055511
Island Baptist Church,Honolulu,HI,96817,21.32331,-157.862947
East Alarka Independent Baptist Church,Bryson City,NC,28713,35.430929,-83.447381
Heritage Baptist Church,Mount Enterprise,TX,75681,31.917947,-94.681044
Hardwick Bible Baptist Church,Hardwick,VT,05843,44.504601,-72.36595
Calvary Memorial Church,Southern Pines,NC,28387,35.174047,-79.392254
Faith Temple Baptist Church,Franklinville,NC,27248,35.743749,-79.69225
Hickory Valley Baptist Church,Friendsville,TN,37737,35.760358,-84.135745
Mt. Calvary Missionary Baptist Church,Nashville,TN,37211,36.069434,-86.714143
Galilean Baptist Church,Lebanon,TN,37088,36.20619,-86.288034
Hendrickson Avenue Bible Church,Lynbrook,NY,11563,40.66011,-73.66527
Central Baptist Church,,MS,39350,32.770384,-89.115349
Iglesia Bautista Emanuel,Marietta,GA,30060,33.952847,-84.549615
Fairview Baptist Church,Levelland,TX,79336,33.587316,-102.37796
Faith Baptist Church,Beavercreek,OH,45440,39.676275,-84.114343
Bible Baptist Church,Ukiah,CA,95482,39.150166,-123.207786
Grace Baptist Church,Austin,MN,55912,43.668093,-92.97449
